x;y
4555.06620209878;4776.56503070428
5013.88845972935;3277.07490370571
3475.96311358162;4411.57033005002
4466.24208481912;4679.61165769544
8064.90349042692;6704.89681292344
7099.04305571544;7182.43488136254
4335.12087973982;3816.06882701296
8033.40890295506;7240.66644161503
4771.53626672164;5229.70848548333
1428.21034401697;402.728086763774
8106.4898130699;7679.28651095063
6702.56044425761;6519.05550042824
4521.73951558912;4786.44403973859
4611.21932658337;4871.05641264999
2363.77018410607;3062.41365711229
2451.97601635086;3519.19375710438
6545.25833160219;4969.18745495432
2346.25289808623;4180.30065100676
5923.36607084899;6166.28453097094
4380.32732630113;4725.05363796808
4981.09132017103;5035.31944252087
7778.95024867252;7717.14799505908
2700.690929756;2452.80359751477
8092.89268189135;7131.81135187866
7485.70321514138;5905.76699827579
5152.75009602458;5743.01752102374
6136.32342858832;6026.37717687282
5230.53205475106;5294.36976413105
8446.6953957274;6839.28342845581
4896.58372815891;5108.0153966153
6573.12444023297;6160.28092171997
1765.68136676447;2814.38127787811
6055.93012943064;5817.49399737887
1929.38548979581;2596.41400254615
7583.403056123;7505.39862307747
5910.11405086928;6006.69090961466
1703.09598309073;3980.96566642489
4222.99384371934;4607.56196211622
6571.91884030342;6323.28456125137
5607.93538177677;5567.02032794793
5835.16422993697;5886.84063333203
3902.96381618472;3624.48662277898
5130.54967418977;5160.74758336673
3749.15447798544;3170.82415806754
3922.80301656829;4497.19740997363
542.766291021195;1808.15542154309
5828.4539453305;5637.83965398182
3247.84390297905;3743.99541067819
7299.7386446367;6492.52830203916
6790.41071358953;6432.60564822501
4148.21728013632;4372.08755277998
1480.04850308599;1080.35420304206
7093.91577798335;7908.40967855567
